Package Name,Dependencies,Optional Dependencies,Needed By,Config File Path
xorg-xkbcomp,libxkbfile,None,libxklavier  xorg-server-common,/etc/xorg-xkbcomp.conf
xorg-xkbevd,libxkbfile,None,None,/etc/xorg-xkbevd.conf
xorg-xkbprint,libxkbfile,None,None,/etc/xorg-xkbprint.conf
xorg-xkbutils,libxaw  libxt  libx11,None,None,/etc/xorg-xkbutils.conf
xorg-xkill,libx11  libxmu,None,None,/etc/xorg-xkill.conf
xorg-xlsatoms,libxcb,None,None,/etc/xorg-xlsatoms.conf
xorg-xlsclients,libxcb,None,None,/etc/xorg-xlsclients.conf
xorg-xmessage,libxaw,None,awesome,/etc/xorg-xmessage.conf
xorg-xmodmap,libx11,None,lightdm  xorg-xinit,/etc/xorg-xmodmap.conf
xorg-xpr,libx11  libxmu  sh,None,None,/etc/xorg-xpr.conf
xorg-xprop,libx11,None,at-spi2-core  xdg-utils,/etc/xorg-xprop.conf
xorg-xrandr,libxrandr  libx11,None,arandr  multimc-bin  xorg-xinput,/etc/xorg-xrandr.conf
xorg-xrdb,libx11  libxmu  glibc,gcc,lightdm  xfce4-session  xorg-xinit,/etc/xorg-xrdb.conf
xorg-xrefresh,libx11,None,None,/etc/xorg-xrefresh.conf
xorg-xset,libxmu,None,xdg-utils,/etc/xorg-xset.conf
xorg-xsetroot,libxmu  libx11  libxcursor,None,None,/etc/xorg-xsetroot.conf
xorg-xvinfo,libx11  libxv,None,None,/etc/xorg-xvinfo.conf
xorg-xwd,libxkbfile  libx11  glibc,None,None,/etc/xorg-xwd.conf
xorg-xwininfo,libxcb,None,None,/etc/xorg-xwininfo.conf
xorg-xwud,libx11,None,None,/etc/xorg-xwud.conf
xorgproto,None,None,libice  libx11  libxau  libxdmcp  libxfont2,/etc/xorgproto.conf
xscreensaver,gtk3  glu  xorg-appres  libglvnd  libjpeg-turbo  libjpeg.so=8-64  libsystemd.so=0-64  libx11  libxcrypt  libcrypt.so=2-64  libxext  libxft  libxi  libxinerama  libxmu  libxrandr  libxt  libxxf86vm  perl-libwww  pam  libpam.so=0-64  glibc  glib2  gdk-pixbuf2,gdm,None,/etc/xscreensaver.conf
xvidcore,glibc,None,ffmpeg,/etc/xvidcore.conf
xz,sh,None,base  ffmpeg  file  grub  imlib2  kmod  libarchive  libelf  libtiff  libunwind  libxml2  libxslt  systemd  systemd-libs  zstd,/etc/xz.conf
yajl,glibc,None,libvirt,/etc/yajl.conf
yay,pacman>5  git,sudo,None,/etc/yay.conf
zathura,girara>=0.2.7  sqlite  desktop-file-utils  file  libsynctex  file,zathura-djvu,zathura-cb  zathura-djvu  zathura-pdf-poppler  zathura-ps,/etc/zathura.conf
zathura-cb,zathura  libarchive  desktop-file-utils,None,None,/etc/zathura-cb.conf
zathura-djvu,djvulibre  zathura  desktop-file-utils,None,None,/etc/zathura-djvu.conf
zathura-pdf-poppler,poppler-glib  zathura  desktop-file-utils,None,None,/etc/zathura-pdf-poppler.conf
zathura-ps,libspectre  zathura  desktop-file-utils,None,None,/etc/zathura-ps.conf
zenity,gtk3  libnotify,perl,multimc-bin,/etc/zenity.conf
zeromq,glibc  gnutls  gcc-libs  util-linux  libsodium  libpgm,cppzmq,libteam,/etc/zeromq.conf
zimg,gcc-libs  glibc,None,ffmpeg,/etc/zimg.conf
zlib,glibc,None,binutils  btrfs-progs  cairo  cracklib  curl  ffmpeg  file  freetype2  ghostscript  git  glib2  gnupg  gnutls  haskell-digest  haskell-zlib  kmod  libarchive  libavif  libcaca  libcups  libelf  libfontenc  libisofs  libopenmpt  libpciaccess  libpng  libssh  libssh2  libsynctex  libtiff  libunwind  libxml2  llvm-libs  man-db  minizip  multimc-bin  nodejs  nss  openexr  openjpeg2  openmpi  openpmix  openssh  pcre  pcre2  poppler  python  spice-gtk  sqlite  sudo  taglib  vim  wget  zstd  zziplib,/etc/zlib.conf
zstd,glibc  gcc-libs  zlib  xz  lz4,None,binutils  btrfs-progs  curl  file  gcc  gnutls  kmod  libarchive  libelf  libtiff  libva-mesa-driver  llvm-libs  mesa  mkinitcpio  systemd-libs  vulkan-intel  vulkan-radeon,/etc/zstd.conf
zziplib,zlib,None,texlive-bin,/etc/zziplib.conf
