Package Name,Dependencies,Optional Dependencies,Needed By,Config File Path
libavif,glibc  aom  dav1d  rav1e  svt-av1  zlib  libpng  libjpeg  libyuv,None,gd,/etc/libavif.conf
libayatana-appindicator,libdbusmenu-gtk3  libayatana-indicator,None,None,/etc/libayatana-appindicator.conf
libayatana-indicator,ayatana-ido,None,libayatana-appindicator,/etc/libayatana-indicator.conf
libblockdev,cryptsetup  device-mapper  e2fsprogs  gcc-libs  glib2  glibc  gptfdisk  kmod  libbytesize  mdadm  nss  parted  systemd-libs  util-linux  volume_key,btrfs-progs,udisks2,/etc/libblockdev.conf
libbluray,fontconfig  libfreetype.so=6-64  libxml2,java-runtime,ffmpeg  gvfs,/etc/libbluray.conf
libbpf,glibc  libelf  linux-api-headers,None,iproute2,/etc/libbpf.conf
libbs2b,libsndfile  gcc-libs  libsndfile.so=1-64,None,ffmpeg,/etc/libbs2b.conf
libburn,glibc,None,libisoburn  xfburn,/etc/libburn.conf
libbytesize,mpfr  pcre2,python-six,libblockdev,/etc/libbytesize.conf
libcaca,freeglut  gcc-libs  glibc  glu  imlib2  libglvnd  libx11  ncurses  slang  zlib,python,gst-plugins-good,/etc/libcaca.conf
libcacard,nss  glib2,None,spice-gtk,/etc/libcacard.conf
libcanberra,libvorbis  libltdl  alsa-lib  libpulse  tdb  sound-theme-freedesktop,gtk3,pavucontrol  xfce4-notifyd  xfce4-pulseaudio-plugin  xfce4-settings,/etc/libcanberra.conf
libcap,gcc-libs  glibc  pam,None,avahi  coreutils  gstreamer  htop  iproute2  iputils  pinentry  pulseaudio  systemd  systemd-libs,/etc/libcap.conf
libcap-ng,glibc,None,audit  libvirt-glib  smartmontools  spice-gtk  util-linux,/etc/libcap-ng.conf
libcdio,ncurses  gcc-libs,None,gst-plugins-ugly  libcdio-paranoia,/etc/libcdio.conf
libcdio-paranoia,glibc  libcdio,None,gvfs,/etc/libcdio-paranoia.conf
libcloudproviders,glib2,None,gtk3,/etc/libcloudproviders.conf
libcolord,glib2  lcms2  systemd,None,colord  gtk3,/etc/libcolord.conf
libconfig,gcc-libs  glibc,None,picom,/etc/libconfig.conf
libcups,gnutls  avahi  glibc  zlib,None,chromium  ghostscript  gtk2  gtk3  qt5-base,/etc/libcups.conf
libdaemon,None,None,avahi  libteam,/etc/libdaemon.conf
libdatrie,glibc,None,libthai,/etc/libdatrie.conf
libdbusmenu-glib,glib2,None,libdbusmenu-gtk3,/etc/libdbusmenu-glib.conf
libdbusmenu-gtk3,libdbusmenu-glib  gtk3,None,libappindicator-gtk3  libayatana-appindicator  xfce4-panel,/etc/libdbusmenu-gtk3.conf
libde265,gcc-libs,ffmpeg,libheif,/etc/libde265.conf
libdrm,libpciaccess,None,ffmpeg  libva  libva-intel-driver  libva-mesa-driver  mesa  vulkan-intel  vulkan-radeon  xorg-server,/etc/libdrm.conf
libdv,glibc  popt,None,gst-plugins-good,/etc/libdv.conf
libdvdread,glibc,libdvdcss,gst-plugins-ugly,/etc/libdvdread.conf
libedit,glibc  ncurses  libncursesw.so=6-64,None,llvm-libs  openssh,/etc/libedit.conf
libelf,bzip2  libbz2.so=1.0-64  curl  libcurl.so=4-64  gcc-libs  glibc  xz  liblzma.so=5-64  zlib  zstd  libzstd.so=1-64,None,binutils  debugedit  gstreamer  iproute2  libbpf  libva-mesa-driver  mesa  systemd  vulkan-radeon,/etc/libelf.conf
libepoxy,glibc  libglvnd  libx11,None,gtk3  libxfce4ui  spice-gtk  xfwm4  xorg-server,/etc/libepoxy.conf
libev,glibc,None,picom,/etc/libev.conf
libevdev,glibc,None,libinput  xf86-input-evdev,/etc/libevdev.conf
libevent,openssl,python,electron22  libverto  openmpi  openpmix,/etc/libevent.conf
libexif,glibc,None,feh  ristretto  thunar,/etc/libexif.conf
libffi,glibc,None,chromium  ghc-libs  glib2  guile  libgirepository  libp11-kit  llvm-libs  lua53-lgi  python  wayland,/etc/libffi.conf
libfontenc,zlib  xorg-fonts-encodings,None,libxfont2  xorg-mkfontscale,/etc/libfontenc.conf
libgcrypt,libgpg-error,None,btrfs-progs  chromium  gcr  gcr-4  gnupg  gtk-vnc  libsecret  libxslt  lightdm  systemd  systemd-libs  vim,/etc/libgcrypt.conf
libgirepository,libffi.so=8-64  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgmodule-2.0.so=0-64  libgio-2.0.so=0-64,None,gobject-introspection-runtime,/etc/libgirepository.conf
libglvnd,libxext  mesa  opengl-driver,None,ffmpeg  freeglut  glu  gst-plugins-base-libs  gtk3  libcaca  libepoxy  libva  mesa  picom  qt5-base  sdl2  xorg-server  xorg-xdriinfo  xscreensaver,/etc/libglvnd.conf
libgpg-error,glibc  sh,None,gnupg  gpgme  libassuan  libgcrypt  libksba,/etc/libgpg-error.conf
libgtop,glib2  glibc  libxau,None,libxfce4ui  xfce4-systemload-plugin,/etc/libgtop.conf
libgudev,glib2  systemd  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libudev.so=1-64,None,colord  gst-plugins-base-libs  gst-plugins-good  gvfs  libwacom  thunar  udisks2  upower  xfburn,/etc/libgudev.conf
libgusb,glib2  libjson-glib-1.0.so=0-64  libusb-1.0.so=0-64,None,colord,/etc/libgusb.conf
libhandy,glib2  gtk3,None,seahorse,/etc/libhandy.conf
libheif,libde265  x265  aom  dav1d,libjpeg,gd  wallutils,/etc/libheif.conf
libice,glibc  xorgproto,None,libsm  xorg-iceauth,/etc/libice.conf
libidn,glibc,None,ghostscript,/etc/libidn.conf
libidn2,libunistring  libunistring.so=5-64,None,curl  gnutls  iputils  libpsl  systemd  wget,/etc/libidn2.conf
libiec61883,libraw1394,None,ffmpeg  gst-plugins-good,/etc/libiec61883.conf
libimobiledevice,glibc  libplist  libusbmuxd  openssl,python,upower  usbmuxd,/etc/libimobiledevice.conf
libindicator-gtk3,gtk3,None,None,/etc/libindicator-gtk3.conf
libinih,gcc-libs  glibc,None,xfsprogs,/etc/libinih.conf
libinput,mtdev  systemd  libevdev  libwacom,gtk4,qt5-base  xf86-input-libinput,/etc/libinput.conf
libisl,gmp,None,gcc,/etc/libisl.conf
libisoburn,libburn  libisofs  readline,tk,virt-install,/etc/libisoburn.conf
libisofs,acl  zlib,None,libisoburn  xfburn,/etc/libisofs.conf
libjpeg-turbo,glibc,java-runtime>11,chromium  djvulibre  electron22  gdk-pixbuf2  ghostscript  gst-plugins-base  imlib2  jp2a  jre-openjdk-headless  libavif  libjxl  libtiff  libwebp  libyuv  poppler  qt5-base  spice-gtk  texlive-bin  v4l-utils  xscreensaver,/etc/libjpeg-turbo.conf
libjxl,brotli  giflib  gperftools  highway  libjpeg-turbo  libpng  openexr,gdk-pixbuf2,ffmpeg,/etc/libjxl.conf
libkeybinder3,gtk3,lua-lgi,xfce4-pulseaudio-plugin,/etc/libkeybinder3.conf
libksba,bash  libgpg-error  glibc,None,gnupg,/etc/libksba.conf
libldap,libsasl,None,krb5  sudo,/etc/libldap.conf
liblqr,glib2,None,imagemagick,/etc/liblqr.conf
libluv,libuv  luajit,None,neovim,/etc/libluv.conf
libmfx,gcc-libs,None,ffmpeg,/etc/libmfx.conf
libmm-glib,libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64,None,network-manager-applet  networkmanager,/etc/libmm-glib.conf
libmnl,glibc,None,libnetfilter_conntrack  libnftnl,/etc/libmnl.conf
libmodplug,gcc-libs,None,ffmpeg,/etc/libmodplug.conf
libmpc,mpfr,None,gcc,/etc/libmpc.conf
libmpd,glib2,None,xfce4-mpc-plugin,/etc/libmpd.conf
libmpeg2,glibc,libxv,gst-plugins-ugly,/etc/libmpeg2.conf
libndp,glibc,None,networkmanager,/etc/libndp.conf
libnet,glibc  sh,None,jre-openjdk-headless,/etc/libnet.conf
libnetfilter_conntrack,libnfnetlink  libmnl,None,iptables,/etc/libnetfilter_conntrack.conf
libnewt,gpm  popt  slang,python,networkmanager,/etc/libnewt.conf
libnfnetlink,glibc,None,iptables  libnetfilter_conntrack,/etc/libnfnetlink.conf
libnftnl,libmnl,None,iptables,/etc/libnftnl.conf
libnghttp2,glibc,None,curl  libsoup3  nodejs,/etc/libnghttp2.conf
libnl,glibc  gcc-libs,None,htop  iw  libpcap  libteam  openmpi  wpa_supplicant,/etc/libnl.conf
libnm,glib2  nss  systemd-libs  util-linux-libs,None,libnma-common  networkmanager,/etc/libnm.conf
libnma,libnma-common=1.10.6-2  gtk3,None,network-manager-applet  nm-connection-editor,/etc/libnma.conf
libnma-common,dconf  gcr-4  iso-codes  libnm  mobile-broadband-provider-info,None,libnma,/etc/libnma-common.conf
libnotify,gdk-pixbuf2  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64  libgdk_pixbuf-2.0.so=0-64,None,parole  pasystray  solaar  thunar  visual-studio-code-bin  xfce4-notifyd  xfce4-power-manager  xfce4-pulseaudio-plugin  xfce4-sensors-plugin  xfce4-settings  xfce4-xkb-plugin  zenity,/etc/libnotify.conf
libnsl,glibc  libtirpc,None,libuv  python,/etc/libnsl.conf
libogg,glibc,None,flac  libopenmpt  libsndfile  libtheora  libvorbis  speex,/etc/libogg.conf
libomxil-bellagio,glibc,None,mesa,/etc/libomxil-bellagio.conf
libopenmpt,flac  gcc-libs  glibc  libogg  libpulse  libsndfile  libvorbis  mpg123  portaudio  zlib,None,ffmpeg,/etc/libopenmpt.conf
libosinfo,gcc-libs  glib2  glibc  hwdata  libsoup3  libxml2  libxslt  osinfo-db,None,virt-install,/etc/libosinfo.conf
libp11-kit,glibc  libffi  libtasn1,None,gnutls  p11-kit,/etc/libp11-kit.conf
libpaper,glibc,None,ghostscript  texlive-bin,/etc/libpaper.conf
libpcap,glibc  libnl  sh  libdbus-1.so=3-64,None,iptables,/etc/libpcap.conf
libpciaccess,glibc  zlib,None,hwloc  libdrm  libvirt  xorg-server,/etc/libpciaccess.conf
libpgm,glibc,None,zeromq,/etc/libpgm.conf
libpipeline,glibc,None,man-db,/etc/libpipeline.conf
libplist,gcc-libs  glibc,python,libimobiledevice  libusbmuxd  usbmuxd,/etc/libplist.conf
libpng,zlib  sh,None,cairo  chromium  electron22  freetype2  gdk-pixbuf2  ghostscript  gst-plugins-base  imagemagick  imlib2  jbig2dec  jp2a  jre-openjdk  libavif  libjxl  libwebp  openjpeg2  poppler  qrencode  texlive-bin  thunar  xorg-xcursorgen,/etc/libpng.conf
libproxy,curl  duktape  glib2,None,glib-networking  qt5-base,/etc/libproxy.conf
libpsl,libidn2  libunistring  libidn2.so=0-64  libunistring.so=5-64,None,curl  libsoup  libsoup3  networkmanager  wget,/etc/libpsl.conf
libpulse,dbus  libasyncns  libsndfile  libxcb  systemd,glib2,chromium  ffmpeg  firefox  gst-plugins-good  gtk-vnc  libcanberra  libopenmpt  onlyoffice-bin  pasystray  pulseaudio  xfce4-pulseaudio-plugin,/etc/libpulse.conf
libpwquality,cracklib  glibc  pam,python,seahorse,/etc/libpwquality.conf
libraqm,freetype2  fribidi,None,imagemagick,/etc/libraqm.conf
libraw1394,glibc,None,ffmpeg  gst-plugins-good  libavc1394  libiec61883,/etc/libraw1394.conf
librsvg,cairo  freetype2  gdk-pixbuf2  glib2  harfbuzz  libxml2  pango,None,adwaita-icon-theme  chafa  ffmpeg  gtk-update-icon-cache  gtk2  gtk3  nitrogen  xfce4-dict  xfce4-xkb-plugin,/etc/librsvg.conf
libsamplerate,glibc,None,jack2,/etc/libsamplerate.conf
libsasl,gdbm  libgdbm.so=6-64  glibc  openssl,None,libldap  spice-gtk,/etc/libsasl.conf
libseccomp,glibc,None,file  man-db  systemd,/etc/libseccomp.conf
libsecret,glib2  libgcrypt  tpm2-tss,org.freedesktop.secrets,gcr  gcr-4  gvfs  network-manager-applet  pinentry  seahorse  visual-studio-code-bin,/etc/libsecret.conf
libshout,libvorbis  libtheora  speex  openssl,None,gst-plugins-good,/etc/libshout.conf
libsigc++,gcc-libs,None,atkmm  cairomm  glibmm  gtkmm3  pangomm  paprefs  pavucontrol,/etc/libsigc++.conf
libsigsegv,glibc,None,texlive-bin,/etc/libsigsegv.conf
libsm,libice  util-linux-libs,None,dropbox  libxfce4ui  libxt  pulseaudio  xfce4-session  xorg-smproxy,/etc/libsm.conf
libsndfile,glibc  flac  libFLAC.so=12-64  lame  libmp3lame.so=0-64  libogg  libogg.so=0-64  libvorbis  libvorbis.so=0-64  libvorbisenc.so=2-64  mpg123  libmpg123.so=0-64  opus  libopus.so=0-64,alsa-lib,libbs2b  libopenmpt  libpulse  twolame,/etc/libsndfile.conf
libsodium,glibc,None,zeromq,/etc/libsodium.conf
libsoup,brotli  glib-networking  glib2  krb5  libpsl  libsysprof-capture  libxml2  sqlite  libbrotlidec.so=1-64  libgssapi_krb5.so=2-64  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64  libpsl.so=5-64,samba,xfce4-weather-plugin,/etc/libsoup.conf
libsoup3,brotli  glib-networking  glib2  krb5  libnghttp2  libpsl  libsysprof-capture  sqlite  libbrotlidec.so=1-64  libgssapi_krb5.so=2-64  libglib-2.0.so=0-64  libgobject-2.0.so=0-64  libgio-2.0.so=0-64  libpsl.so=5-64,samba,gst-plugins-good  gvfs  libosinfo  phodav  seahorse  spice-gtk  tracker3  xfce4-screenshooter,/etc/libsoup3.conf
libsoxr,gcc-libs,None,ffmpeg  pulseaudio,/etc/libsoxr.conf
libspectre,ghostscript,None,zathura-ps,/etc/libspectre.conf
libssh,zlib  openssl,None,ffmpeg  libvirt,/etc/libssh.conf
libssh2,openssl  zlib,None,curl,/etc/libssh2.conf
libstemmer,glibc,None,tracker3,/etc/libstemmer.conf
libsynctex,glibc  zlib,None,texlive-bin  zathura,/etc/libsynctex.conf
libsysprof-capture,None,None,glib2  libsoup  libsoup3,/etc/libsysprof-capture.conf
libtasn1,glibc,None,gnutls  libp11-kit,/etc/libtasn1.conf
libteam,bash  jansson  libdaemon  libdbus  libnl  zeromq,None,networkmanager,/etc/libteam.conf
libtermkey,unibilium  libunibilium.so=4-64,None,neovim,/etc/libtermkey.conf
libthai,glibc  libdatrie,None,pango  perl-unicode-linebreak,/etc/libthai.conf
libtheora,glibc  libogg,None,ffmpeg  gst-plugins-base  libshout,/etc/libtheora.conf
libtiff,glibc  libjpeg-turbo  libjpeg.so=8-64  zlib  xz  zstd,freeglut,djvulibre  gdk-pixbuf2  ghostscript  imlib2  lcms2  libwebp  openjpeg2  poppler,/etc/libtiff.conf
libtirpc,krb5,None,libnsl  lsof  pam,/etc/libtirpc.conf
libtool,sh  tar  glibc,None,base-devel  hwloc  imagemagick  libcanberra  pulseaudio,/etc/libtool.conf
libtraceevent,glibc,libtraceevent-docs,libtracefs  ndctl,/etc/libtraceevent.conf
libtracefs,glibc  libtraceevent  libtraceevent.so=1-64,libtracefs-docs,ndctl,/etc/libtracefs.conf
libunistring,glibc,None,gettext  gnutls  guile  libidn2  libpsl,/etc/libunistring.conf
libunwind,xz  zlib,None,gperftools  gstreamer  mesa  xorg-server,/etc/libunwind.conf
liburcu,glibc,None,xfsprogs,/etc/liburcu.conf
libusb,glibc  systemd-libs  libudev.so=1-64,None,hidapi  libgusb  sdl2  spice-gtk  usbmuxd  usbredir  usbutils,/etc/libusb.conf
libusbmuxd,gcc-libs  glibc  libplist,None,libimobiledevice,/etc/libusbmuxd.conf
libutempter,glibc,None,util-linux,/etc/libutempter.conf
libuv,glibc  libnsl,None,libluv  neovim  nodejs,/etc/libuv.conf
libva,libdrm  libgl  libx11  libxext  libxfixes  wayland,intel-media-driver,chromium  ffmpeg  intel-media-driver  libva-intel-driver,/etc/libva.conf
libva-intel-driver,libva  libdrm,None,None,/etc/libva-intel-driver.conf
libva-mesa-driver,expat  libdrm  libelf  libx11  libxshmfence  llvm-libs  zstd,None,None,/etc/libva-mesa-driver.conf
libvdpau,libxext,None,ffmpeg,/etc/libvdpau.conf
libverto,glibc  libevent,None,krb5,/etc/libverto.conf
libvirt,libpciaccess  yajl  fuse3  gnutls  parted  libssh  libxml2  numactl  polkit,libvirt-storage-gluster,libvirt-glib  libvirt-python,/etc/libvirt.conf
libvirt-glib,libvirt  libcap-ng,python,virt-manager,/etc/libvirt-glib.conf
libvirt-python,python  libvirt,None,virt-install,/etc/libvirt-python.conf
libvorbis,libogg.so=0-64,None,ffmpeg  gst-plugins-base  libcanberra  libopenmpt  libshout  libsndfile,/etc/libvorbis.conf
libvpx,gcc-libs,None,ffmpeg  gst-plugins-good,/etc/libvpx.conf
libvterm,glibc,None,neovim,/etc/libvterm.conf
libwacom,glib2  systemd  libgudev,python-libevdev,libinput,/etc/libwacom.conf
libwebp,giflib  libjpeg  libpng  libtiff,None,chafa  chromium  electron22  ffmpeg  gd,/etc/libwebp.conf
libwnck3,gtk3  startup-notification  libxres,None,xfce4-panel  xfce4-screensaver  xfce4-session  xfce4-taskmanager  xfce4-xkb-plugin  xfdesktop  xfwm4,/etc/libwnck3.conf
libx11,libxcb  glibc  xorgproto,None,aalib  at-spi2-core  cairo  ffmpeg  ghostscript  gtk3  libcaca  libepoxy  libva  libva-mesa-driver  libxext  libxfixes  libxkbfile  libxklavier  libxrender  libxt  lightdm  pasystray  sdl2  spice-gtk  startup-notification  vulkan-intel  vulkan-radeon  wallutils  xorg-x11perf  xorg-xcmsdb  xorg-xcursorgen  xorg-xdpyinfo  xorg-xdriinfo  xorg-xev  xorg-xgamma  xorg-xhost  xorg-xinit  xorg-xinput  xorg-xkbutils  xorg-xkill  xorg-xmodmap  xorg-xpr  xorg-xprop  xorg-xrandr  xorg-xrdb  xorg-xrefresh  xorg-xsetroot  xorg-xvinfo  xorg-xwd  xorg-xwud  xscreensaver,/etc/libx11.conf
libxau,glibc  xorgproto,None,libgtop  libxcb,/etc/libxau.conf
libxaw,libxmu  libxpm,None,t1lib  xorg-xkbutils  xorg-xmessage,/etc/libxaw.conf
libxcb,xcb-proto  libxdmcp  libxau  glibc,None,cairo  ffmpeg  libpulse  libx11  libxkbcommon-x11  lightdm  startup-notification  xcb-util  xcb-util-cursor  xcb-util-image  xcb-util-keysyms  xcb-util-renderutil  xcb-util-wm  xorg-xlsatoms  xorg-xlsclients  xorg-xwininfo,/etc/libxcb.conf
libxcomposite,libxfixes,None,dropbox  gtk2  gtk3  xorg-xdpyinfo,/etc/libxcomposite.conf
libxcrypt,glibc,None,guile  mkinitcpio-busybox  openssh  pam  perl  python  shadow  systemd  texlive-bin  util-linux  xscreensaver,/etc/libxcrypt.conf
libxcursor,libxfixes  libxrender  default-cursors,None,alacritty  gtk2  gtk3  sdl2  xorg-xcursorgen  xorg-xsetroot,/etc/libxcursor.conf
libxcvt,glibc,None,xorg-server,/etc/libxcvt.conf
libxdamage,libxfixes,None,dropbox  gst-plugins-good  gtk2  gtk3  mesa,/etc/libxdamage.conf
libxdg-basedir,glibc,None,awesome,/etc/libxdg-basedir.conf
libxdmcp,glibc  xorgproto,None,libxcb  lightdm,/etc/libxdmcp.conf
libxext,libx11,None,cairo  ffmpeg  gtk3  imagemagick  imlib2  libglvnd  libva  libvdpau  libxi  libxinerama  libxmu  libxpm  libxrandr  libxres  libxss  libxtst  libxv  libxxf86vm  sdl2  xorg-x11perf  xorg-xdpyinfo  xscreensaver,/etc/libxext.conf
libxfce4ui,libxfce4util  gtk3  xfconf  libsm  startup-notification  libgtop  libepoxy  hicolor-icon-theme,None,exo  garcon  parole  ristretto  thunar  thunar-volman  xfburn  xfce4-appfinder  xfce4-notifyd  xfce4-panel  xfce4-power-manager  xfce4-session  xfce4-settings  xfce4-taskmanager  xfce4-terminal  xfdesktop  xfwm4,/etc/libxfce4ui.conf
libxfce4util,glib2,None,libxfce4ui  thunar  tumbler  xfce4-notifyd  xfconf,/etc/libxfce4util.conf
libxfixes,libx11,None,gtk3  libva  libxcomposite  libxcursor  libxdamage  libxi  libxpresent  libxtst,/etc/libxfixes.conf
libxfont2,freetype2  libfontenc  xorgproto,None,xorg-server,/etc/libxfont2.conf
libxft,fontconfig  libxrender,None,pango  xorg-x11perf  xscreensaver,/etc/libxft.conf
libxi,libxext  libxfixes,None,alacritty  freeglut  gst-plugins-base-libs  gtk2  gtk3  libxklavier  libxtst  qt5-base  xf86-input-wacom  xorg-xinput  xscreensaver,/etc/libxi.conf
libxinerama,libxext,None,feh  gtk2  gtk3  xdotool  xf86-input-wacom  xorg-xdpyinfo  xorg-xinput  xscreensaver,/etc/libxinerama.conf
libxkbcommon,libxml2  xkeyboard-config,libxkbcommon-x11,alacritty  awesome  gtk3  libxkbcommon-x11  xdotool,/etc/libxkbcommon.conf
libxkbcommon-x11,libxcb  libxkbcommon  libxkbcommon.so=0-64,None,awesome  qt5-base,/etc/libxkbcommon-x11.conf
libxkbfile,libx11,None,libxklavier  visual-studio-code-bin  xorg-setxkbmap  xorg-xkbcomp  xorg-xkbevd  xorg-xkbprint  xorg-xwd,/etc/libxkbfile.conf
libxklavier,glib2  glibc  iso-codes  libx11  libxi  libxkbfile  libxml2  xkeyboard-config  xorg-xkbcomp,None,lightdm  xfce4-screensaver  xfce4-settings  xfce4-xkb-plugin,/etc/libxklavier.conf
libxml2,icu  ncurses  readline  xz  zlib,python,at-spi2-core  chromium  docbook-xml  docbook-xsl  electron22  ffmpeg  gettext  gstreamer  gtksourceview4  imagemagick  libbluray  libosinfo  librsvg  libsoup  libvirt  libxkbcommon  libxklavier  libxslt  llvm-libs  perl-alien-libxml2  phodav  shared-mime-info  tracker3  wayland  xfce4-weather-plugin,/etc/libxml2.conf
libxmu,libxext  libxt,None,dropbox  libxaw  xclip  xfce4-taskmanager  xorg-smproxy  xorg-x11perf  xorg-xauth  xorg-xhost  xorg-xkill  xorg-xpr  xorg-xrdb  xorg-xset  xorg-xsetroot  xscreensaver,/etc/libxmu.conf
libxpm,libxt  libxext,None,gd  libxaw  wallutils,/etc/libxpm.conf
libxpresent,libxfixes  libxrandr,None,xfwm4,/etc/libxpresent.conf
libxrandr,libxext  libxrender,None,alacritty  freeglut  gtk2  gtk3  libxpresent  xf86-input-wacom  xorg-setxkbmap  xorg-xev  xorg-xrandr  xscreensaver,/etc/libxrandr.conf
libxrender,libx11,None,cairo  dropbox  gtk3  libxcursor  libxft  libxrandr  qt5-base  sdl2  xorg-x11perf  xorg-xdpyinfo,/etc/libxrender.conf
libxres,libxext,None,libwnck3,/etc/libxres.conf
libxshmfence,glibc,None,libva-mesa-driver  mesa  vulkan-intel  vulkan-radeon  xorg-server,/etc/libxshmfence.conf
libxslt,libgcrypt  libxml2  xz,python,chafa  chromium  docbook-xsl  dropbox  electron22  libosinfo  perl-xml-libxslt  python-lxml,/etc/libxslt.conf
libxss,libxext,None,chromium  firefox  onlyoffice-bin  visual-studio-code-bin  xfce4-screensaver,/etc/libxss.conf
libxt,libsm  libx11,None,firefox  ghostscript  libxmu  libxpm  xorg-appres  xorg-smproxy  xorg-xkbutils  xscreensaver,/etc/libxt.conf
libxtst,libxext  libxi  libxfixes,None,at-spi2-core  pulseaudio  xdotool  xfce4-clipman-plugin  xorg-xdpyinfo,/etc/libxtst.conf
libxv,libxext,None,ffmpeg  gst-plugins-base-libs  xorg-xvinfo,/etc/libxv.conf
libxxf86vm,libxext,None,dropbox  mesa  xorg-xdpyinfo  xorg-xgamma  xscreensaver,/etc/libxxf86vm.conf
libyaml,glibc,None,haskell-libyaml  python-yaml,/etc/libyaml.conf
libyuv,gcc-libs  libjpeg,None,libavif,/etc/libyuv.conf
licenses,None,None,base,/etc/licenses.conf
lightdm,glib2  libgcrypt  libx11  libxcb  libxdmcp  libxklavier  pam  polkit  xorg-server  xorg-xmodmap  xorg-xrdb,accountsservice,lightdm-gtk-greeter,/etc/lightdm.conf
lightdm-gtk-greeter,gtk3  lightdm,None,lightdm-gtk-greeter-settings,/etc/lightdm-gtk-greeter.conf
lightdm-gtk-greeter-settings,gtk-update-icon-cache  lightdm-gtk-greeter  python-gobject,None,None,/etc/lightdm-gtk-greeter-settings.conf
linux,coreutils  initramfs  kmod,wireless-regdb,None,/etc/linux.conf
linux-api-headers,None,None,glibc  libbpf,/etc/linux-api-headers.conf
linux-firmware,linux-firmware-whence,None,None,/etc/linux-firmware.conf
linux-firmware-whence,None,None,linux-firmware,/etc/linux-firmware-whence.conf
linux-lts,coreutils  kmod  initramfs,wireless-regdb,None,/etc/linux-lts.conf
linux-zen,coreutils  initramfs  kmod,wireless-regdb,None,/etc/linux-zen.conf
llvm-libs,gcc-libs  zlib  zstd  libffi  libedit  ncurses  libxml2,None,libva-mesa-driver  mesa  vulkan-radeon,/etc/llvm-libs.conf
lm_sensors,None,rrdtool,mesa  xfce4-sensors-plugin,/etc/lm_sensors.conf
lsb-release,sh,None,None,/etc/lsb-release.conf
lsd,gcc-libs,nerd-fonts,None,/etc/lsd.conf
lsof,glibc  libtirpc,None,visual-studio-code-bin,/etc/lsof.conf
lua,readline,None,haskell-lua  lua-lpeg,/etc/lua.conf
lua-lpeg,lua,None,haskell-lpeg,/etc/lua-lpeg.conf
lua53,readline,None,awesome  lua53-lgi,/etc/lua53.conf
lua53-lgi,glibc  glib2  libffi  gobject-introspection-runtime  lua53,None,awesome,/etc/lua53-lgi.conf
luajit,gcc-libs,None,libluv  neovim,/etc/luajit.conf
lvm2,bash  device-mapper>=2.03.22  systemd-libs  libudev.so=1-64  util-linux-libs  libblkid.so=1-64  readline  libreadline.so=8-64  thin-provisioning-tools  libaio  libaio.so=1-64,None,None,/etc/lvm2.conf
lxappearance,gtk2,None,None,/etc/lxappearance.conf
lz4,glibc,None,libarchive  spice-gtk  systemd  systemd-libs  zstd,/etc/lz4.conf
lzo,glibc,None,btrfs-progs  cairo,/etc/lzo.conf
m4,glibc  bash,None,autoconf  base-devel  bison  flex,/etc/m4.conf
mailcap,None,None,firefox,/etc/mailcap.conf
make,glibc  guile,None,base-devel,/etc/make.conf
man-db,bash  gdbm  zlib  groff  libpipeline  less  libseccomp,gzip [installed],None,/etc/man-db.conf
man-pages,None,None,None,/etc/man-pages.conf
md4c,glibc,None,qt5-base,/etc/md4c.conf
mdadm,glibc  systemd,bash,libblockdev,/etc/mdadm.conf
mesa,libdrm  libelf  libglvnd  libunwind  libxdamage  libxshmfence  libxxf86vm  llvm-libs  lm_sensors  vulkan-icd-loader  wayland  zstd  libomxil-bellagio,libva-mesa-driver,gst-plugins-base-libs  libglvnd  multimc-bin  qt5-base  xf86-video-amdgpu  xf86-video-ati  xf86-video-nouveau  xf86-video-vmware,/etc/mesa.conf
minizip,zlib,None,chromium  electron22,/etc/minizip.conf
mkinitcpio,awk  mkinitcpio-busybox>=1.19.4-2  kmod  util-linux>=2.23  libarchive  coreutils  bash  binutils  diffutils  findutils  grep  filesystem>=2011.10-1  zstd  systemd,gzip,linux  linux-lts  linux-zen,/etc/mkinitcpio.conf
mkinitcpio-busybox,glibc  libxcrypt,None,mkinitcpio,/etc/mkinitcpio-busybox.conf
mobile-broadband-provider-info,None,None,libnma-common  networkmanager,/etc/mobile-broadband-provider-info.conf
mousepad,gtksourceview4  desktop-file-utils  hicolor-icon-theme,gspell,None,/etc/mousepad.conf
mpfr,glibc  gmp,None,gawk  libbytesize  libmpc  texlive-bin,/etc/mpfr.conf
mpg123,alsa-lib,sdl2,gst-plugins-good  libopenmpt  libsndfile,/etc/mpg123.conf
msgpack-c,glibc,None,neovim,/etc/msgpack-c.conf
mtdev,glibc,None,libinput  xf86-input-evdev,/etc/mtdev.conf
multimc-bin,zlib  opengl-driver  qt5-base  qt5-x11extras  qt5-svg  xorg-xrandr  zenity  wget,None,None,/etc/multimc-bin.conf
nano,ncurses  file  sh,None,None,/etc/nano.conf
